team,player_name,map,kills,deaths,kd_ratio,acs,adr,kast,enemy_team,rounds_won,rounds_lost,date
Evil Geniuses,Reformed,bind,13,8,1.625,232,139,93,luminosity,13,2,5/27/22
Evil Geniuses,Apoth,bind,14,8,1.75,217,126,93,luminosity,13,2,5/27/22
Evil Geniuses,C0M,bind,9,7,1.28571428571429,172,98,93,luminosity,13,2,5/27/22
FaZe,BABYBAY,fracture,19,10,1.9,314,191,78,cloud9,13,5,5/29/22
FaZe,flyuh,fracture,17,10,1.7,267,170,78,cloud9,13,5,5/29/22
FaZe,dicey,fracture,17,9,1.88888888888889,242,161,89,cloud9,13,5,5/29/22
FaZe,POISED,fracture,12,9,1.33333333333333,189,116,83,cloud9,13,5,5/29/22
FaZe,supamen,fracture,10,12,0.833333333333333,168,107,72,cloud9,13,5,5/29/22
Cloud9,leaf,fracture,16,15,1.06666666666667,268,195,56,faze,5,13,5/29/22
Cloud9,curry,fracture,11,15,0.733333333333333,172,108,56,faze,5,13,5/29/22
Cloud9,mitch,fracture,9,16,0.5625,160,104,50,faze,5,13,5/29/22
Cloud9,Xeppaa,fracture,9,15,0.6,157,102,56,faze,5,13,5/29/22
Cloud9,vanity,fracture,5,14,0.357142857142857,106,62,61,faze,5,13,5/29/22
FaZe,dicey,haven,20,12,1.66666666666667,262,158,76,cloud9,13,8,5/29/22
FaZe,BABYBAY,haven,18,17,1.05882352941176,246,145,67,cloud9,13,8,5/29/22
FaZe,supamen,haven,13,9,1.44444444444444,175,109,71,cloud9,13,8,5/29/22
FaZe,flyuh,haven,12,12,1,171,113,81,cloud9,13,8,5/29/22
FaZe,POISED,haven,13,13,1,170,115,76,cloud9,13,8,5/29/22
Cloud9,Xeppaa,haven,17,16,1.0625,252,172,62,faze,8,13,5/29/22
Cloud9,vanity,haven,16,16,1,223,134,62,faze,8,13,5/29/22
Cloud9,mitch,haven,12,16,0.75,186,131,71,faze,8,13,5/29/22
Cloud9,leaf,haven,9,13,0.692307692307692,142,95,71,faze,8,13,5/29/22
Cloud9,curry,haven,9,15,0.6,136,86,57,faze,8,13,5/29/22
Evil Geniuses,jawgemo,bind,23,15,1.53333333333333,341,215,76,optic,13,8,6/3/22
Evil Geniuses,Boostio,bind,21,12,1.75,272,169,81,optic,13,8,6/3/22
Evil Geniuses,Reformed,bind,12,10,1.2,161,116,71,optic,13,8,6/3/22
Evil Geniuses,C0M,bind,10,11,0.909090909090909,149,88,67,optic,13,8,6/3/22
Evil Geniuses,Apoth,bind,12,11,1.09090909090909,145,78,67,optic,13,8,6/3/22
OpTic,yay,bind,14,15,0.933333333333333,200,135,48,evil geniuses,8,13,6/3/22
OpTic,Victor,bind,11,17,0.647058823529412,182,137,71,evil geniuses,8,13,6/3/22
OpTic,FNS,bind,11,15,0.733333333333333,177,115,52,evil geniuses,8,13,6/3/22
OpTic,Marved,bind,14,15,0.933333333333333,171,113,71,evil geniuses,8,13,6/3/22
OpTic,crashies,bind,9,16,0.5625,124,82,62,evil geniuses,8,13,6/3/22
Evil Geniuses,C0M,split,20,17,1.17647058823529,236,161,67,optic,11,13,6/3/22
Evil Geniuses,Apoth,split,18,17,1.05882352941176,212,141,88,optic,11,13,6/3/22
Evil Geniuses,Reformed,split,18,17,1.05882352941176,200,121,75,optic,11,13,6/3/22
Evil Geniuses,jawgemo,split,13,16,0.8125,189,135,79,optic,11,13,6/3/22
Evil Geniuses,Boostio,split,17,18,0.944444444444444,166,104,67,optic,11,13,6/3/22
OpTic,Marved,split,23,16,1.4375,259,176,79,evil geniuses,13,11,6/3/22
OpTic,fns,split,17,19,0.894736842105263,203,144,63,evil geniuses,13,11,6/3/22
OpTic,yay,split,15,19,0.789473684210526,193,124,67,evil geniuses,13,11,6/3/22
OpTic,Victor,split,15,17,0.882352941176471,192,153,67,evil geniuses,13,11,6/3/22
OpTic,crashies,split,15,15,1,185,145,71,evil geniuses,13,11,6/3/22
Evil Geniuses,Apoth,ascent,19,19,1,227,137,71,optic,13,11,6/3/22
Evil Geniuses,Boostio,ascent,22,15,1.46666666666667,219,137,67,optic,13,11,6/3/22
Evil Geniuses,C0M,ascent,14,15,0.933333333333333,195,140,71,optic,13,11,6/3/22
Evil Geniuses,jawgemo,ascent,16,17,0.941176470588235,194,122,79,optic,13,11,6/3/22
Evil Geniuses,Reformed,ascent,11,19,0.578947368421053,142,94,79,optic,13,11,6/3/22
OpTic,Marved,ascent,26,16,1.625,287,176,63,evil geniuses,11,13,6/3/22
OpTic,yay,ascent,19,16,1.1875,231,145,63,evil geniuses,11,13,6/3/22
OpTic,FNS,ascent,12,19,0.631578947368421,176,117,75,evil geniuses,11,13,6/3/22
OpTic,crashies,ascent,14,14,1,160,107,79,evil geniuses,11,13,6/3/22
OpTic,Victor,ascent,14,17,0.823529411764706,147,96,58,evil geniuses,11,13,6/3/22
Cloud9,leaf,fracture,23,19,1.21052631578947,245,159,67,luminosity,11,13,6/5/22
Cloud9,curry,fracture,17,17,1,208,141,67,luminosity,11,13,6/5/22
Cloud9,mitch,fracture,16,18,0.888888888888889,204,132,71,luminosity,11,13,6/5/22
Cloud9,vanity,fracture,13,20,0.65,184,121,71,luminosity,11,13,6/5/22
Cloud9,Xeppaa,fracture,8,21,0.380952380952381,111,77,54,luminosity,11,13,6/5/22
Luminosity,dazzLe,fracture,24,12,2,260,171,79,cloud9,13,11,6/5/22
Luminosity,moose,fracture,21,16,1.3125,251,163,79,cloud9,13,11,6/5/22
Luminosity,mada,fracture,20,16,1.25,231,132,71,cloud9,13,11,6/5/22
Luminosity,bdog,fracture,18,17,1.05882352941176,226,146,79,cloud9,13,11,6/5/22
Luminosity,TiGG,fracture,12,16,0.75,135,84,83,cloud9,13,11,6/5/22
Cloud9,vanity,icebox,20,18,1.11111111111111,256,155,73,luminosity,9,13,6/5/22
Cloud9,leaf,icebox,15,18,0.833333333333333,222,140,73,luminosity,9,13,6/5/22
Cloud9,Xeppaa,icebox,15,15,1,192,139,64,luminosity,9,13,6/5/22
Cloud9,mitch,icebox,11,16,0.6875,160,95,91,luminosity,9,13,6/5/22
Cloud9,curry,icebox,9,17,0.529411764705882,139,96,64,luminosity,9,13,6/5/22
Luminosity,TiGG,icebox,24,11,2.18181818181818,297,194,91,cloud9,13,9,6/5/22
Luminosity,bdog,icebox,21,12,1.75,211,125,77,cloud9,13,9,6/5/22
Luminosity,mada,icebox,14,19,0.736842105263158,207,157,77,cloud9,13,9,6/5/22
Luminosity,moose,icebox,13,14,0.928571428571429,196,143,82,cloud9,13,9,6/5/22
Luminosity,dazzLe,icebox,12,15,0.8,167,107,68,cloud9,13,9,6/5/22
The Guard,valyn,split,22,18,1.22222222222222,234,145,85,xset,14,12,6/3/22
The Guard,trent,split,20,17,1.17647058823529,214,157,58,xset,14,12,6/3/22
The Guard,neT,split,18,17,1.05882352941176,199,135,73,xset,14,12,6/3/22
The Guard,JonahP,split,17,16,1.0625,198,130,65,xset,14,12,6/3/22
The Guard,Sayaplayer,split,10,20,0.5,126,84,58,xset,14,12,6/3/22
XSET,dephh,split,20,18,1.11111111111111,234,147,62,the guard,12,14,6/3/22
XSET,Cryocells,split,21,19,1.10526315789474,228,135,81,the guard,12,14,6/3/22
XSET,zekken,split,18,18,1,189,123,62,the guard,12,14,6/3/22
XSET,BcJ,split,16,15,1.06666666666667,175,122,73,the guard,12,14,6/3/22
XSET,ARYIN,split,13,17,0.764705882352941,147,94,73,the guard,12,14,6/3/22
The Guard,valyn,icebox,14,16,0.875,230,144,74,xset,6,12,6/3/22
The Guard,trent,icebox,14,15,0.933333333333333,212,131,68,xset,6,12,6/3/22
The Guard,neT,icebox,13,17,0.764705882352941,190,130,58,xset,6,12,6/3/22
The Guard,JonahP,icebox,10,15,0.666666666666667,156,91,63,xset,6,12,6/3/22
The Guard,Sayaplayer,icebox,9,16,0.5625,127,89,53,xset,6,12,6/3/22
XSET,Cryocells,icebox,25,9,2.77777777777778,332,203,84,the guard,12,6,6/3/22
XSET,BcJ,icebox,16,12,1.33333333333333,260,179,74,the guard,12,6,6/3/22
XSET,zekken,icebox,13,15,0.866666666666667,231,167,74,the guard,12,6,6/3/22
XSET,dephh,icebox,14,14,1,207,135,79,the guard,12,6,6/3/22
XSET,ARYIN,icebox,11,10,1.1,154,77,68,the guard,12,6,6/3/22
The Guard,valyn,haven,21,19,1.10526315789474,269,160,63,xset,11,13,6/3/22
The Guard,JonahP,haven,20,17,1.17647058823529,210,126,79,xset,11,13,6/3/22
The Guard,Sayaplayer,haven,15,17,0.882352941176471,196,119,79,xset,11,13,6/3/22
The Guard,neT,haven,15,19,0.789473684210526,180,120,54,xset,11,13,6/3/22
The Guard,trent,haven,12,16,0.75,156,108,54,xset,11,13,6/3/22
XSET,zekken,haven,22,17,1.29411764705882,268,175,75,the guard,13,11,6/3/22
XSET,BcJ,haven,17,16,1.0625,215,142,75,the guard,13,11,6/3/22
XSET,ARYIN,haven,16,18,0.888888888888889,190,123,75,the guard,13,11,6/3/22
XSET,Cryocells,haven,16,16,1,187,113,67,the guard,13,11,6/3/22
XSET,dephh,haven,17,16,1.0625,177,103,75,the guard,13,11,6/3/22
TSM,Subroza,breeze,18,16,,222,145,55,ghost gaming,9,13,6/4/22
TSM,corey,breeze,18,16,,213,150,82,ghost gaming,9,13,6/4/22
TSM,gMd,breeze,15,14,,198,140,73,ghost gaming,9,13,6/4/22
TSM,seven,breeze,13,16,,176,114,77,ghost gaming,9,13,6/4/22
TSM,Rossy,breeze,9,15,,134,79,69,ghost gaming,9,13,6/4/22
Ghost Gaming,johnqt,breeze,23,12,,290,190,86,tsm,13,9,6/4/22
Ghost Gaming,koalanoob,breeze,15,16,,195,124,77,tsm,13,9,6/4/22
Ghost Gaming,brawk,breeze,13,17,,179,125,82,tsm,13,9,6/4/22
Ghost Gaming,aproto,breeze,15,12,,163,97,73,tsm,13,9,6/4/22
Ghost Gaming,NiSMO,breeze,11,16,,158,101,73,tsm,13,9,6/4/22
TSM,gMd,split,26,16,,241,158,82,ghost gaming,13,15,6/4/22
TSM,Subroza,split,24,19,,240,152,61,ghost gaming,13,15,6/4/22
TSM,seven,split,17,22,,190,130,71,ghost gaming,13,15,6/4/22
TSM,corey,split,19,18,,180,119,68,ghost gaming,13,15,6/4/22
TSM,Rossy,split,12,20,,134,97,75,ghost gaming,13,15,6/4/22
Ghost Gaming,NiSMO,split,31,20,,322,200,82,tsm,15,13,6/4/22
Ghost Gaming,koalanoob,split,23,20,,218,140,64,tsm,15,13,6/4/22
Ghost Gaming,johnqt,split,17,18,,187,136,75,tsm,15,13,6/4/22
Ghost Gaming,brawk,split,12,18,,134,102,82,tsm,15,13,6/4/22
Ghost Gaming,aproto,split,12,22,,122,79,61,tsm,15,13,6/4/22
NRG,tex,icebox,23,14,,294,185,73,100 thieves,9,13,6/5/22
NRG,Ethan,icebox,15,15,,201,123,73,100 thieves,9,13,6/5/22
NRG,s0m,icebox,15,20,,191,115,59,100 thieves,9,13,6/5/22
NRG,eeiu,icebox,14,13,,186,126,82,100 thieves,9,13,6/5/22
NRG,hazed,icebox,6,15,,96,87,73,100 thieves,9,13,6/5/22
100 Thieves,bang,icebox,21,15,,283,157,86,nrg,13,9,6/5/22
100 Thieves,Will,icebox,17,17,,228,144,82,nrg,13,9,6/5/22
100 Thieves,Asuna,icebox,13,15,,187,112,59,nrg,13,9,6/5/22
100 Thieves,Derrek,icebox,14,14,,163,101,73,nrg,13,9,6/5/22
100 Thieves,stellar,icebox,12,12,,153,109,73,nrg,13,9,6/5/22
NRG,eeiu,bind,13,15,,212,134,71,100 thieves,4,13,6/5/22
NRG,s0m,bind,11,13,,212,149,65,100 thieves,4,13,6/5/22
NRG,tex,bind,10,13,,181,120,71,100 thieves,4,13,6/5/22
NRG,hazed,bind,8,14,,149,108,71,100 thieves,4,13,6/5/22
NRG,Ethan,bind,9,15,,141,101,53,100 thieves,4,13,6/5/22
100 Thieves,Will,bind,19,11,,320,189,76,nrg,13,4,6/5/22
100 Thieves,bang,bind,15,11,,227,150,94,nrg,13,4,6/5/22
100 Thieves,Asuna,bind,13,12,,218,147,71,nrg,13,4,6/5/22
100 Thieves,stellar,bind,14,9,,216,138,88,nrg,13,4,6/5/22
100 Thieves,Derrek,bind,9,9,,128,84,71,nrg,13,4,6/5/22
